CustomerID,Age,Gender,Geography,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
100030,66,Female,France,5,138331.8,2,0,1,136432.45,0
100031,44,Male,Germany,7,203483.54,2,1,1,147405.28,1
100032,59,Female,France,0,155946.66,1,1,0,40616.54,1
100033,45,Male,France,8,202217.3,3,0,1,37500.33,1
100034,33,Male,France,8,38268.76,1,1,1,144839.65,0
100035,32,Male,France,2,48183.71,1,1,0,145406.14,1
100036,64,Male,Germany,4,185141.31,3,0,1,130055.17,0
100037,68,Female,France,6,87078.89,3,0,1,95662.68,0
100038,61,Male,France,7,109023.6,1,1,1,119165.39,0
100039,69,Female,France,6,197916.13,3,1,1,121077.61,1
100040,20,Female,France,2,17509.06,1,1,0,69973.04,1
100041,54,Male,France,6,41994.87,1,1,1,102575.15,0
100042,68,Male,Spain,0,73952.7,2,1,1,142166.79,1
100043,24,Female,Germany,4,220873.37,1,0,1,71598.57,0
100044,38,Female,Germany,8,101220.22,1,1,0,54543.44,0
100045,26,Male,France,1,63027.21,2,0,0,118867.9,0
100046,56,Female,France,2,169606.84,1,1,1,142306.1,1
100047,35,Female,Germany,8,7572.53,1,1,1,94033.07,0
100048,21,Female,France,2,193776.69,2,1,0,102462.56,1
100049,42,Male,Germany,7,174473.18,1,0,0,59222.73,1
100050,31,Female,Germany,5,13770.82,2,0,1,71354.04,0
100051,67,Female,Germany,6,124507.21,3,0,0,91192.52,0
100052,26,Female,France,4,101037.6,2,1,1,133890.07,0
100053,43,Female,France,9,39534.8,1,1,1,135179.64,0
100054,19,Male,Spain,6,38511.19,2,1,0,104156.65,1
100055,37,Male,Germany,9,40049.55,1,1,1,93184.5,0
100056,45,Female,France,10,149915.6,1,1,0,92005.15,1
100057,64,Female,Germany,9,42776.66,2,1,0,22405.42,1
100058,24,Female,France,2,14898.98,1,1,0,103709.39,0
100059,61,Male,France,10,239394.25,1,1,1,50306.46,1
100060,25,Male,Germany,4,9792.94,1,0,0,57391.69,0
100061,64,Female,France,5,165974.01,2,0,1,144755.93,0
100062,52,Female,France,8,234008.23,1,1,1,54952.1,1
100063,31,Male,France,3,9483.83,1,1,1,140420.26,0
100064,34,Female,France,7,241432.97,1,1,1,85309.27,0
100065,53,Female,France,7,125584.78,3,1,1,32430.43,0
100066,67,Male,France,9,196271.3,4,0,1,41083.85,0
100067,57,Male,France,5,156280.48,1,1,1,41967.19,0
100068,21,Male,Germany,7,154211.75,1,1,1,59475.84,0
100069,19,Male,Germany,4,197189.63,1,1,1,68317.7,0
100070,23,Male,France,0,16360.01,1,1,1,80369.08,1
100071,59,Female,France,3,98097.47,1,0,1,95430.11,0
100072,21,Male,France,10,242392.02,1,1,1,122332.47,0
100073,46,Male,Germany,5,13646.82,1,1,0,54699.5,1
100074,35,Male,Spain,8,65698.95,1,1,1,63708.3,0
100075,43,Male,Germany,3,168026.74,3,1,0,120007.23,1
100076,61,Male,France,5,25108.91,1,1,0,94266.15,1
100077,51,Male,Germany,9,134168.39,1,0,0,113662.13,1
100078,27,Female,Spain,10,178342.6,2,1,0,106899.25,0
100079,53,Male,Germany,4,189355.09,1,1,0,43791.56,1
100080,31,Female,Spain,8,140297.4,1,1,0,96048.56,1
100081,48,Female,France,9,125157.58,2,1,1,129620.69,0
100082,65,Male,Spain,5,178472.18,1,1,1,148590.59,0
100083,32,Male,Germany,2,36264.9,2,0,1,30079.53,0
100084,25,Female,France,1,170129.48,1,0,1,57370.76,0
100085,31,Female,France,2,229811.33,4,1,0,20752.19,1
100086,40,Female,France,5,170688.27,1,1,1,43187.19,1
100087,57,Male,France,9,11625.91,1,0,1,106711.47,1
100088,38,Female,France,7,126496.55,2,1,1,78634.93,0
100089,33,Male,Germany,7,181568.82,2,0,0,93209.03,1
100090,62,Male,Spain,4,10811.05,2,1,0,30521.69,0
100091,35,Female,Spain,0,190549.57,1,1,1,75535.14,1
100092,64,Male,Spain,0,70400.7,1,0,0,45328.84,1
100093,41,Male,Germany,6,147193.3,2,1,0,109526.06,0
100094,43,Female,Germany,1,241585.88,2,1,0,74617.09,1
100095,42,Female,Spain,3,248732.37,1,1,0,105775.56,0
100096,62,Male,France,9,158601.92,1,0,0,35842.14,1
100097,58,Female,France,4,122870.93,3,0,1,34897.84,0
100098,46,Male,France,7,44423.08,2,0,0,96198.83,0
100099,32,Female,France,9,52083.44,4,1,0,135918.69,0
100100,62,Female,France,8,107300.0,1,0,0,116931.8,0
100101,18,Female,Spain,0,175571.58,1,1,0,124611.77,1
100102,42,Female,Spain,8,192325.78,1,1,0,45930.29,1
100103,24,Male,France,4,55477.09,1,0,0,86157.26,1
100104,26,Female,Germany,3,133854.19,1,1,1,134982.6,0
100105,41,Male,France,9,147901.27,1,0,1,141736.02,0
100106,18,Male,Spain,4,223269.5,1,0,1,27414.65,1
100107,61,Female,Germany,8,219105.39,2,1,0,40732.13,0
100108,25,Female,Spain,7,204346.3,1,0,0,33420.88,1
100109,41,Female,France,9,129165.37,1,1,1,42030.26,1
100110,28,Female,Germany,4,16270.79,1,0,0,40454.98,1
100111,68,Female,France,10,83618.37,1,1,0,81694.45,0
100112,34,Male,Spain,9,155430.12,2,0,1,63497.48,1
100113,25,Female,France,4,159401.8,1,1,0,30469.21,1
100114,52,Male,Spain,0,212268.25,1,1,0,61924.01,1
100115,52,Male,France,8,94848.49,2,1,1,137086.17,0
100116,50,Male,Germany,2,234155.53,2,1,1,80138.39,0
100117,22,Male,France,0,40808.82,2,0,0,115584.71,1
100118,59,Female,Germany,4,12466.46,1,1,0,51225.04,1
100119,56,Female,Germany,9,44172.78,3,0,1,80565.79,1
100120,58,Male,France,2,115580.79,1,1,0,134864.17,1
100121,45,Male,France,5,205727.12,2,1,1,136544.65,0
100122,24,Female,Germany,6,38459.09,1,0,1,39484.16,0
100123,26,Male,France,10,137046.62,1,1,0,63666.21,1
100124,25,Female,France,3,194147.85,2,0,1,64248.77,0
100125,29,Male,France,3,8715.4,1,1,1,57883.9,0
100126,51,Female,Spain,1,10380.01,1,1,0,73844.97,0
100127,50,Male,France,1,122647.8,2,1,1,80610.33,1
100128,65,Male,France,6,45661.57,3,1,0,88771.17,0
100129,40,Male,Spain,10,112642.25,1,1,0,25517.5,0
100130,41,Female,France,4,10983.87,1,1,1,50351.51,0
100131,54,Female,France,4,244217.66,1,1,1,103941.05,1
100132,52,Female,Germany,1,163547.21,4,1,0,106332.84,1
100133,61,Male,Spain,6,171674.0,2,1,0,98975.14,0
100134,57,Male,France,1,127432.17,1,1,1,46748.69,1
100135,39,Male,France,4,206227.55,1,1,1,74281.07,0
100136,44,Male,Spain,4,208351.95,1,0,0,88258.79,1
100137,52,Male,France,2,39772.67,2,1,1,42508.46,1
100138,18,Male,Germany,1,192098.84,1,1,0,144087.58,1
100139,52,Female,Spain,2,141668.71,2,1,1,90691.62,0
100140,54,Female,Germany,10,190596.27,2,1,1,28436.6,1
100141,64,Female,Germany,4,229674.89,2,0,0,120990.18,1
100142,31,Male,France,5,83774.04,2,1,0,149774.18,0
100143,20,Female,Spain,3,142727.89,1,1,0,39203.23,0
100144,18,Male,Germany,6,196870.73,1,1,1,23890.83,0
100145,22,Male,Spain,1,246692.15,1,0,1,91198.01,1
100146,43,Female,France,5,153144.07,1,1,1,27485.58,1
100147,31,Male,France,8,180307.0,2,0,1,31076.67,0
100148,56,Male,France,9,211586.26,1,0,1,89681.6,0
100149,44,Male,Germany,4,187820.33,2,1,1,144406.01,0
100150,26,Male,Spain,3,235583.0,1,1,1,30320.81,1
100151,32,Male,Germany,8,57427.33,1,1,1,92127.81,0
100152,32,Female,Spain,5,226948.94,1,1,1,86129.57,1
100153,43,Female,Germany,3,51776.44,1,1,0,100002.03,0
100154,59,Male,France,0,141281.99,4,0,1,134342.77,0
100155,30,Male,France,8,130724.12,1,1,0,81476.1,0
100156,68,Female,Germany,9,207832.93,1,1,1,93989.04,1
100157,49,Female,Germany,2,99636.81,1,1,0,94948.15,1
100158,56,Female,Spain,5,35795.72,2,1,0,38232.01,0
100159,66,Male,France,0,176698.92,1,1,1,52603.43,0
100160,69,Female,Spain,5,151658.0,3,0,1,48375.32,0
100161,49,Female,Germany,2,206767.06,1,1,1,62221.98,1
100162,21,Male,France,2,189657.69,1,1,0,50080.09,1
100163,47,Male,Germany,10,223706.3,2,1,1,64408.21,1
100164,54,Female,France,6,209779.4,3,1,1,106643.47,0
100165,40,Male,France,10,171509.08,1,0,1,58672.64,1
100166,56,Female,Germany,8,116426.84,3,0,0,83535.03,1
100167,62,Female,France,5,5091.08,1,1,0,137520.91,0
100168,32,Male,France,0,76898.4,1,1,1,138735.39,1
100169,60,Male,Germany,8,181880.58,2,1,1,136080.25,0
100170,46,Female,Germany,4,14875.76,4,0,0,74113.1,0
100171,53,Male,France,1,189148.66,1,1,0,111277.47,1
100172,30,Male,Germany,2,129095.89,1,1,1,58594.16,1
100173,49,Male,France,10,216946.45,1,1,1,116229.56,1
100174,24,Male,Germany,4,164954.01,1,1,0,144425.21,1
100175,68,Male,Germany,1,199610.46,1,1,1,130736.87,1
100176,39,Male,France,2,42876.21,2,1,1,47735.01,0
100177,45,Male,France,7,43228.54,2,0,1,87024.86,0
100178,19,Female,France,5,52772.78,1,0,0,130859.02,0
100179,59,Male,France,1,83327.94,1,0,0,125502.52,0
100180,62,Female,Spain,1,226106.9,2,1,1,64038.34,0
100181,23,Male,France,0,193576.87,2,1,1,140803.7,1
100182,45,Female,France,6,91160.75,1,1,1,129013.34,0
100183,45,Male,Germany,5,229620.25,1,1,0,26710.04,1
100184,61,Female,France,5,194731.48,2,1,0,149046.91,0
100185,61,Male,Spain,4,164014.36,2,1,0,106278.39,1
100186,37,Female,France,2,109141.69,2,1,0,121339.23,0
100187,47,Male,Germany,7,162914.98,2,1,1,48434.13,0
100188,28,Male,Spain,2,148307.27,2,1,1,149033.01,1
100189,45,Female,Germany,4,195466.48,2,1,1,91302.93,1
100190,42,Female,France,7,56394.88,1,0,1,107727.56,0
100191,56,Male,France,2,221394.44,1,0,0,82954.72,1
100192,50,Female,France,4,147967.49,2,1,1,130383.76,0
100193,18,Female,France,10,201689.64,1,1,1,52966.37,0
100194,44,Male,France,5,86825.69,1,1,1,34507.08,0
100195,69,Female,Spain,0,97978.56,1,1,1,101074.39,1
100196,30,Male,Spain,1,234322.04,1,0,0,23694.37,1
100197,58,Female,Germany,6,155488.77,1,1,0,25166.8,1
100198,20,Male,France,8,79434.31,1,1,0,47558.46,0
100199,56,Female,Spain,9,20539.4,3,1,1,20815.92,0
100200,23,Male,Germany,3,108588.21,1,1,0,29430.94,1
100201,25,Male,Spain,4,212270.71,3,1,0,73048.22,0
100202,44,Female,Spain,3,62857.95,1,1,1,71201.5,0
100203,26,Female,Germany,10,215071.76,1,1,0,94287.36,0
100204,54,Male,Germany,2,40411.74,1,1,1,53566.66,0
100205,50,Male,France,9,32483.12,2,1,1,67806.43,0
100206,68,Female,Spain,1,151423.02,2,1,0,114438.3,1
100207,59,Female,France,2,201159.48,1,1,0,50920.45,1
100208,61,Female,Germany,1,195013.23,1,0,1,22958.94,1
100209,41,Female,Germany,7,135902.17,1,1,1,46152.87,1
100210,32,Female,France,0,159672.93,1,0,1,72253.17,0
100211,49,Female,Germany,4,64549.82,1,1,1,131917.61,0
100212,49,Male,Spain,0,137805.23,1,1,0,115487.71,1
100213,41,Female,France,4,51925.38,2,1,0,102736.25,1
100214,58,Female,Germany,2,232089.63,2,1,0,64509.2,1
100215,69,Female,France,8,169514.18,1,1,1,110055.96,1
100216,66,Female,France,0,141161.0,3,1,0,95133.77,1
100217,66,Male,Germany,9,61785.57,1,1,1,110400.92,0
100218,69,Male,France,0,102244.55,1,0,0,149811.18,1
100219,29,Male,Spain,7,195054.19,1,0,1,123946.01,1
100220,56,Male,Germany,2,59852.09,1,1,0,79387.06,1
100221,19,Female,Germany,10,32214.3,2,1,1,145124.01,0
100222,20,Male,Germany,6,76838.41,2,1,1,46168.03,0
100223,66,Female,Spain,9,198617.94,1,1,1,102403.41,0
100224,54,Female,Spain,4,220779.02,1,1,1,62764.93,1
100225,66,Male,France,1,103590.83,1,1,0,33174.55,1
100226,34,Male,France,10,195314.43,1,1,1,146891.1,0
100227,66,Female,Germany,6,83056.01,1,1,0,84432.79,1
100228,19,Male,Germany,6,127197.64,1,1,1,74317.83,0
100229,19,Male,France,2,5046.12,2,0,0,39131.29,1
100230,45,Female,France,5,177998.97,1,1,1,121767.29,1
100231,40,Female,Germany,4,179677.73,2,1,0,48695.35,1
100232,54,Female,Germany,0,25050.93,1,0,1,76749.03,0
100233,49,Female,France,0,89701.29,1,1,1,81099.5,0
100234,50,Female,Spain,1,120886.67,2,1,1,42213.92,0
100235,18,Male,France,6,193526.61,1,0,1,121567.63,0
100236,36,Female,Germany,2,205901.63,1,1,0,126063.17,1
100237,19,Female,Spain,8,179789.68,3,1,1,144787.14,0
100238,61,Female,Spain,2,53961.74,2,0,1,85166.76,0
100239,43,Male,France,9,89085.18,1,1,1,71536.83,0
100240,49,Female,France,3,61825.72,2,1,1,66693.31,0
100241,23,Female,France,10,159296.33,2,1,1,142503.77,0
100242,49,Male,Germany,7,161837.39,2,1,0,118653.98,1
100243,21,Female,Germany,3,4042.29,1,1,1,86964.28,0
100244,28,Female,Germany,6,182927.82,1,0,1,114152.01,0
100245,34,Female,Germany,10,57377.62,2,1,1,77347.86,0
100246,55,Male,Spain,4,200343.97,1,1,1,120176.0,1
100247,41,Male,France,5,208203.64,3,1,1,140804.09,1
100248,22,Female,Germany,7,199244.01,2,1,1,47993.74,0
100249,69,Female,France,3,102028.25,2,0,0,67942.84,0
100250,51,Female,France,5,87075.56,2,1,0,104373.31,0
100251,23,Male,France,9,108780.27,3,1,0,87690.04,0
100252,39,Male,France,1,131809.17,2,1,1,83143.73,1
100253,28,Male,Spain,8,62479.98,1,1,1,128960.65,0
100254,65,Male,France,8,232909.1,1,1,1,117475.81,1
100255,33,Male,France,9,126016.24,3,1,0,88196.99,0
100256,50,Male,Spain,9,18299.25,2,1,0,51954.5,0
100257,26,Female,Germany,5,249300.52,2,0,1,120853.09,1
100258,23,Male,Spain,5,121026.01,1,1,0,76978.48,0
100259,33,Female,France,9,236747.22,1,1,0,139711.62,1
100260,46,Male,France,6,97570.93,1,0,1,20383.98,0
100261,20,Female,Germany,3,56190.2,1,1,0,93853.49,1
100262,37,Male,Spain,6,184220.03,1,1,0,100055.84,0
100263,53,Female,France,9,108123.58,1,1,1,37890.33,0
100264,36,Female,Germany,0,220364.65,2,1,1,85826.47,0
100265,43,Female,France,6,116122.77,1,1,0,35050.3,0
100266,20,Male,France,0,84585.17,2,1,0,71976.37,1
100267,36,Male,France,10,241669.49,1,0,0,107995.81,0
100268,37,Male,France,7,207593.65,2,1,0,108735.08,1
100269,49,Female,Germany,9,51399.83,1,1,1,82360.55,0
100270,24,Female,France,5,122213.81,1,1,1,127647.35,0
100271,69,Female,France,0,28329.15,1,0,1,95106.49,0
100272,58,Male,France,10,26936.13,2,1,1,98175.91,0
100273,50,Male,France,0,213350.02,2,1,1,42752.17,1
100274,57,Female,France,3,232956.45,2,1,0,80912.64,1
100275,56,Male,France,6,184708.17,1,0,0,26352.13,1
100276,35,Male,France,4,247309.18,1,1,1,53464.0,1
100277,57,Male,Spain,4,11319.71,1,1,0,46707.71,0
100278,18,Male,Germany,7,82877.35,1,1,0,68624.54,0
100279,28,Female,Spain,1,33031.08,1,0,0,81405.29,0
100280,45,Male,Spain,3,195504.63,1,1,1,49584.68,1
100281,42,Male,France,3,222603.26,1,1,0,27766.05,1
100282,67,Female,Germany,10,111779.63,1,1,1,65205.83,0
100283,40,Female,France,7,207301.21,1,0,0,33139.17,1
100284,48,Male,France,5,211905.4,1,1,1,37817.1,0
100285,47,Male,Spain,9,34922.62,2,1,0,124974.67,0
100286,59,Male,Spain,8,94246.41,1,1,1,74053.29,0
100287,52,Male,France,9,47007.06,3,1,1,65076.22,0
100288,24,Female,France,8,167512.74,1,1,0,28432.02,1
100289,33,Female,France,3,96832.77,1,1,1,71466.5,1
100290,43,Female,Germany,9,166943.7,1,0,1,92654.41,0
100291,65,Male,France,6,218969.07,1,0,0,62844.7,0
100292,69,Male,Spain,2,103188.09,2,1,1,93281.01,0
100293,66,Female,France,5,242980.94,1,1,1,149857.55,1
100294,19,Male,France,0,102153.52,1,1,1,73622.97,1
100295,18,Female,France,4,53433.66,2,1,1,93189.64,0
100296,65,Female,France,5,132318.21,2,0,1,43943.66,0
100297,29,Female,France,4,99759.63,1,1,0,109552.76,0
100298,22,Female,Spain,6,31250.38,1,1,0,21452.79,1
100299,54,Female,France,3,5797.99,1,0,0,43872.21,0
100300,49,Female,Germany,4,186001.04,4,0,1,67511.22,0
100301,26,Female,France,3,233214.87,4,1,1,117638.36,0
100302,58,Male,Germany,8,110118.63,3,1,1,114748.22,1
100303,52,Female,Germany,1,16351.77,1,0,0,134750.76,0
100304,36,Female,France,0,185160.78,3,1,1,145700.58,0
100305,65,Male,Germany,3,216767.99,1,1,0,45229.79,0
100306,33,Female,France,5,80913.27,2,1,1,143537.6,0
100307,20,Male,Spain,9,55503.82,1,1,1,51429.5,0
100308,37,Female,France,7,84264.15,1,1,0,100524.7,0
100309,41,Male,Spain,3,227078.81,1,1,0,41020.07,1
100310,50,Male,Spain,0,104490.28,1,0,1,22817.58,1
100311,41,Male,France,8,163539.48,1,1,0,61019.24,1
100312,69,Female,Germany,2,18588.77,3,0,1,48867.74,1
100313,28,Male,Spain,5,70384.73,1,1,1,64423.13,0
100314,66,Female,Spain,9,57006.47,3,0,1,56260.44,0
100315,25,Female,Germany,7,15656.06,1,1,1,35009.24,0
100316,53,Female,Germany,10,30153.1,1,1,1,47125.25,0
100317,55,Female,Germany,4,104151.09,2,1,0,31412.22,1
100318,57,Female,Germany,10,139501.21,1,1,0,88936.8,0
100319,37,Female,France,6,77979.71,1,1,1,127603.74,1
100320,52,Female,France,10,104875.42,3,1,1,94411.66,0
100321,65,Male,France,10,189873.15,3,1,0,62209.02,1
100322,42,Female,Germany,9,61796.71,2,1,1,130033.73,0
100323,52,Female,France,8,8530.6,3,0,1,39944.01,0
100324,42,Male,France,0,64247.2,2,1,0,127398.23,1
100325,46,Female,France,10,230350.33,2,1,0,100194.19,0
100326,35,Male,France,7,4506.31,2,1,1,46064.07,0
100327,63,Male,France,1,32234.91,1,1,1,47038.0,1
100328,35,Female,Spain,0,16270.15,1,1,1,27647.02,0
100329,19,Female,France,3,94231.74,1,1,1,135131.77,0
100330,52,Male,Spain,5,161936.97,2,1,0,117686.59,1
100331,33,Female,Germany,7,227586.04,1,1,1,141215.98,0
100332,58,Male,Germany,0,198516.67,1,1,1,49434.45,1
100333,53,Male,France,0,62676.48,2,1,1,25864.97,1
100334,50,Female,Germany,9,158709.99,3,1,1,84312.06,1
100335,21,Male,Germany,1,165961.16,1,0,0,60975.1,1
100336,50,Female,France,8,22628.12,2,1,0,73904.92,0
100337,31,Female,Germany,3,106783.56,1,1,1,80304.53,0
100338,38,Male,Germany,6,77812.48,2,0,1,123063.65,0
100339,65,Male,France,2,39278.48,1,0,0,113208.01,0
100340,37,Female,France,10,14667.91,2,1,1,121317.5,0
100341,25,Female,Spain,0,6783.94,1,0,1,49477.54,0
100342,24,Female,Germany,0,214682.16,1,1,0,25388.44,1
100343,20,Male,France,8,82660.61,3,1,1,134127.09,0
100344,34,Female,Spain,3,123268.55,1,1,0,68546.46,0
100345,50,Male,France,10,72908.08,1,0,1,63506.38,0
100346,65,Male,Spain,2,41463.97,2,1,0,115996.95,0
100347,29,Male,France,4,65325.08,1,1,1,35764.95,1
100348,68,Female,France,0,42496.52,2,0,1,68066.46,1
100349,39,Male,Germany,2,189469.39,1,0,0,79634.84,1
100350,39,Female,Germany,3,226878.43,1,1,0,148350.83,1
100351,63,Male,France,5,108625.41,1,0,1,120102.27,0
100352,47,Female,France,8,205731.08,1,1,0,132237.42,1
100353,55,Female,Spain,2,106446.73,1,1,1,126710.91,1
100354,55,Male,Germany,3,111695.45,3,1,0,57184.24,0
100355,62,Female,Spain,4,121278.92,1,1,1,42503.17,0
100356,68,Male,Spain,7,205059.08,1,1,0,142277.23,0
100357,25,Male,Germany,8,234081.18,1,1,1,28021.51,1
100358,44,Male,Germany,2,186110.78,1,1,0,94008.73,1
100359,44,Male,France,2,222110.83,1,0,1,63689.67,1
100360,51,Male,Spain,6,160681.42,1,1,1,114004.5,1
100361,38,Male,France,8,209814.34,2,1,0,53125.91,1
100362,47,Male,Germany,0,139205.92,1,0,1,119348.82,0
100363,50,Female,France,0,193176.45,1,0,1,77552.78,0
100364,45,Male,France,1,176312.88,2,1,1,86661.6,1
100365,64,Male,France,5,187315.51,1,0,1,120098.05,0
100366,50,Female,France,2,58594.16,1,1,0,102541.45,1
100367,22,Female,France,7,38437.75,1,0,1,111969.28,0
100368,65,Male,Spain,4,163257.38,1,1,1,98628.45,0
100369,36,Male,France,2,120721.81,1,0,1,137180.27,1
100370,21,Male,Spain,7,191165.02,2,1,1,52195.33,0
100371,52,Female,Spain,7,36626.08,2,0,0,56056.63,0
100372,66,Male,Spain,1,236923.15,1,1,1,124688.73,1
100373,34,Female,Spain,4,176009.28,1,0,1,27365.97,0
100374,61,Male,France,2,5747.26,1,1,0,60843.94,1
100375,45,Male,France,6,144133.46,1,1,0,139471.78,0
100376,47,Female,Germany,1,78154.99,2,0,1,63906.25,0
100377,46,Male,Spain,8,68669.02,2,1,1,141021.19,0
100378,63,Male,Germany,1,225541.17,2,0,0,129317.32,1
100379,23,Male,Spain,10,208987.15,2,0,1,127572.25,0
100380,52,Female,France,1,2388.4,2,1,1,33909.49,0
100381,58,Male,Germany,5,45417.85,1,1,0,23337.84,0
100382,54,Male,France,2,179882.96,1,1,1,131269.92,1
100383,41,Female,Germany,2,212047.66,1,1,1,112281.17,1
100384,46,Female,France,9,179400.94,1,0,1,68840.14,1
100385,66,Male,Spain,1,131326.02,2,1,0,63723.0,1
100386,63,Male,France,4,246144.29,2,1,1,29720.1,1
100387,48,Female,Germany,10,199319.91,4,1,1,90455.24,1
100388,52,Male,Germany,4,116982.08,1,1,1,87039.96,0
100389,50,Male,France,6,145869.12,2,0,0,102343.65,0
100390,69,Female,France,7,11204.75,2,1,1,118496.98,0
100391,38,Male,France,7,241183.84,2,1,1,64056.42,0
100392,49,Male,Germany,2,90684.69,1,1,1,85620.05,1
100393,40,Female,France,5,165379.76,1,1,0,72109.92,1
100394,50,Male,Spain,4,166737.56,1,1,1,25137.88,1
100395,20,Male,France,3,14235.51,1,0,0,49747.61,0
100396,35,Male,Germany,9,66463.22,2,1,1,130275.23,1
100397,42,Female,Spain,5,164048.01,2,1,1,87068.26,0
100398,59,Male,Germany,3,228039.38,1,1,1,100095.6,0
100399,48,Female,Germany,7,194658.26,1,1,1,106979.23,1
100400,20,Female,France,8,145034.61,1,1,1,136300.33,0
100401,57,Male,Spain,0,58121.15,1,0,1,77584.58,1
100402,63,Female,Spain,0,237210.64,1,1,1,138739.02,0
100403,41,Male,Spain,3,100917.1,1,1,0,149021.8,1
100404,67,Male,France,5,37476.25,1,0,0,114983.86,1
100405,49,Male,Germany,7,5409.72,1,1,1,121665.17,0
100406,64,Female,Germany,0,237537.74,1,1,1,144453.9,1
100407,39,Male,Germany,2,194478.85,3,1,0,90316.3,0
100408,40,Male,Germany,3,54096.08,1,0,1,85979.73,0
100409,19,Male,France,9,35444.25,2,1,1,20920.54,0
100410,44,Female,France,1,239869.47,2,1,1,52676.52,1
100411,59,Female,France,8,60197.87,2,1,1,92962.67,0
100412,19,Male,France,2,115484.24,3,1,0,145938.63,1
100413,43,Male,France,3,152713.38,2,0,0,71018.09,1
100414,34,Male,France,3,15595.1,2,1,0,136482.22,1
100415,57,Male,Germany,0,86108.31,1,1,1,44500.68,1
100416,50,Female,Germany,4,235910.04,1,1,1,83285.32,1
100417,26,Female,Germany,4,175086.91,2,1,0,63010.96,0
100418,60,Female,France,1,91946.31,1,1,1,110403.21,1
100419,65,Female,Germany,0,197932.55,1,1,1,127930.89,1
100420,56,Female,France,4,209296.7,1,0,1,20467.65,1
100421,46,Female,Spain,4,37944.84,2,0,0,25024.93,0
100422,59,Female,Spain,6,146648.61,1,1,1,94250.24,0
100423,43,Male,France,10,91688.65,2,1,0,88939.98,0
100424,52,Male,Germany,9,126715.77,1,1,0,94974.61,0
100425,67,Male,France,9,117265.74,1,1,1,32217.99,0
100426,42,Male,Spain,1,125956.01,3,0,1,66496.94,0
100427,41,Male,France,7,130487.01,2,1,0,21808.5,1
100428,30,Male,Germany,4,17314.1,2,0,1,142225.02,0
100429,24,Female,France,4,44423.59,1,1,0,59730.53,0
100430,53,Male,Germany,8,141549.39,1,1,0,34136.12,1
100431,62,Female,Spain,1,234008.72,3,1,0,108025.07,0
100432,37,Male,Spain,9,186628.96,1,0,1,38201.37,0
100433,18,Female,Spain,10,59660.79,1,1,1,25351.7,0
100434,25,Female,France,1,90429.52,2,0,0,58560.51,0
100435,63,Male,Spain,4,83845.03,1,0,1,139184.29,0
100436,33,Male,Germany,0,192379.17,2,1,1,107956.56,1
100437,31,Male,Germany,10,243049.21,1,1,1,20703.41,1
100438,29,Male,France,4,88851.45,3,0,0,142645.97,0
100439,68,Male,France,4,3690.17,1,1,1,135748.78,0
100440,40,Female,France,7,234220.61,1,0,1,43542.79,0
100441,32,Male,Germany,5,188307.04,1,0,0,86064.25,1
100442,45,Female,France,10,208588.92,2,0,0,141161.99,1
100443,51,Female,Germany,5,52170.19,1,1,0,105652.03,0
100444,19,Female,Germany,4,161414.32,3,1,1,20969.09,0
100445,49,Male,France,4,58177.17,1,1,1,40213.9,0
100446,40,Male,France,7,2904.33,1,1,1,21073.99,0
